entity_type,source_iri,source_label,source_definition,target_iri,target_label,target_definition,candidate_rank,combined_similarity,ranking_band,reciprocal_best
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C2,DSTL-SbD04-C3-R2-C2 — Apply appropriate physical and technical protection to stored data.,,https://example.org/ontology/sora#CY-OSO07-X-Criterion_01,Physical Inspection,,3,0.118256,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C3,DSTL-SbD04-C3-R2-C3 — Secure and test backups.,,https://example.org/ontology/sora#Test,Test,,1,0.269408,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C3,DSTL-SbD04-C3-R2-C3 — Secure and test backups.,,https://example.org/ontology/sora#CY-OSO05-I-Criterion_05,Test and security validation,,2,0.111138,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R2-C3,DSTL-SbD04-C3-R2-C3 — Secure and test backups.,,https://example.org/ontology/sora#SecurebyDefault,Secure by Default,,3,0.10719,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3,DSTL-SbD04-C3-R3 — Data Protection and Resilience,,https://example.org/ontology/sora#Resilience,Resilience,,1,0.278903,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3,DSTL-SbD04-C3-R3 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_04,Data integrity and anti-replay protection,,2,0.141604,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3,DSTL-SbD04-C3-R3 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,3,0.136895,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C1,DSTL-SbD04-C3-R3-C1 — Understand where critical data is stored.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.112904,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C1,DSTL-SbD04-C3-R3-C1 — Understand where critical data is stored.,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_02,IT and data security (evidence),,2,0.086023,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C1,DSTL-SbD04-C3-R3-C1 — Understand where critical data is stored.,,https://example.org/ontology/sora#CY-OSO06-A-Criterion_04,Data integrity and anti-replay (evidence),,3,0.056396,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C2,DSTL-SbD04-C3-R3-C2 — Understand where critical data travels.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.111299,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C2,DSTL-SbD04-C3-R3-C2 — Understand where critical data travels.,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_02,IT and data security (evidence),,2,0.0848,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C2,DSTL-SbD04-C3-R3-C2 — Understand where critical data travels.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C2,CY-OSO01-A-C3-M1-C2,,3,0.060912,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C3,DSTL-SbD04-C3-R3-C3 — Understand how compromise of critical data impacts functions.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.093009,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C3,DSTL-SbD04-C3-R3-C3 — Understand how compromise of critical data impacts functions.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C3,CY-OSO01-A-C3-M1-C3,,2,0.077025,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C3,DSTL-SbD04-C3-R3-C3 — Understand how compromise of critical data impacts functions.,,https://example.org/ontology/sora#CY-OSO06-I-C3-L1-C3,CY-OSO06-I-C3-L1-C3,,3,0.073822,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C4,DSTL-SbD04-C3-R3-C4 — Understand third-party handling of critical data.,,https://example.org/ontology/sora#CompetentThirdParty,Competent Third Party,,1,0.149647,very low textual similarity,True
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C4,DSTL-SbD04-C3-R3-C4 — Understand third-party handling of critical data.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,2,0.099089,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R3-C4,DSTL-SbD04-C3-R3-C4 — Understand third-party handling of critical data.,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_02,IT and data security (evidence),,3,0.075497,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4,DSTL-SbD04-C3-R4 — Data Protection and Resilience,,https://example.org/ontology/sora#Resilience,Resilience,,1,0.280186,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4,DSTL-SbD04-C3-R4 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_04,Data integrity and anti-replay protection,,2,0.142255,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4,DSTL-SbD04-C3-R4 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,3,0.137525,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C1,DSTL-SbD04-C3-R4-C1 — Understand the impact of data compromise or unavailability on essential functions.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.090277,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C1,DSTL-SbD04-C3-R4-C1 — Understand the impact of data compromise or unavailability on essential functions.,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_02,IT and data security (evidence),,2,0.068783,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C1,DSTL-SbD04-C3-R4-C1 — Understand the impact of data compromise or unavailability on essential functions.,,https://example.org/ontology/sora#CY-OSO06-A-Criterion_04,Data integrity and anti-replay (evidence),,3,0.045094,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C2,DSTL-SbD04-C3-R4-C2 — Document that impact.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C2,CY-OSO01-A-C3-M1-C2,,1,0.074019,very low textual similarity,True
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C2,DSTL-SbD04-C3-R4-C2 — Document that impact.,,https://example.org/ontology/sora#CY-OSO06-I-C3-L1-C2,CY-OSO06-I-C3-L1-C2,,2,0.070906,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R4-C2,DSTL-SbD04-C3-R4-C2 — Document that impact.,,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance.",3,0.070844,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5,DSTL-SbD04-C3-R5 — Data Protection and Resilience,,https://example.org/ontology/sora#Resilience,Resilience,,1,0.275012,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5,DSTL-SbD04-C3-R5 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_04,Data integrity and anti-replay protection,,2,0.139628,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5,DSTL-SbD04-C3-R5 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,3,0.134985,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C1,DSTL-SbD04-C3-R5-C1 — Secure backups.,,https://example.org/ontology/sora#SecurebyDefault,Secure by Default,,1,0.118406,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C1,DSTL-SbD04-C3-R5-C1 — Secure backups.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C3,CY-OSO01-A-C3-M1-C3,,2,0.064534,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C1,DSTL-SbD04-C3-R5-C1 — Secure backups.,,https://example.org/ontology/sora#CY-OSO01-A-C1-M1-C3,CY-OSO01-A-C1-M1-C3,,3,0.062283,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C2,DSTL-SbD04-C3-R5-C2 — Test backups.,,https://example.org/ontology/sora#Test,Test,,1,0.29623,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C2,DSTL-SbD04-C3-R5-C2 — Test backups.,,https://example.org/ontology/sora#CY-OSO05-I-Criterion_05,Test and security validation,,2,0.122202,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C2,DSTL-SbD04-C3-R5-C2 — Test backups.,,https://example.org/ontology/sora#CY-OSO05-A-Criterion_05,Test/security validation (evidence),,3,0.105359,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C3,DSTL-SbD04-C3-R5-C3 — Ensure backups are accessible for disaster recovery or business continuity.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C3,CY-OSO01-A-C3-M1-C3,,1,0.07144,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C3,DSTL-SbD04-C3-R5-C3 — Ensure backups are accessible for disaster recovery or business continuity.,,https://example.org/ontology/sora#CY-OSO06-I-C3-L1-C3,CY-OSO06-I-C3-L1-C3,,2,0.06847,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R5-C3,DSTL-SbD04-C3-R5-C3 — Ensure backups are accessible for disaster recovery or business continuity.,,https://example.org/ontology/sora#CY-OSO01-I-C3-H2-C3,CY-OSO01-I-C3-H2-C3,,3,0.063967,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6,DSTL-SbD04-C3-R6 — Data Protection and Resilience,,https://example.org/ontology/sora#Resilience,Resilience,,1,0.272767,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6,DSTL-SbD04-C3-R6 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_04,Data integrity and anti-replay protection,,2,0.138489,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6,DSTL-SbD04-C3-R6 — Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,3,0.133884,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C1,DSTL-SbD04-C3-R6-C1 — Maintain a comprehensive data inventory.,,https://example.org/ontology/sora#Maintain,Maintain,,1,0.212349,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C1,DSTL-SbD04-C3-R6-C1 — Maintain a comprehensive data inventory.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,2,0.109229,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C1,DSTL-SbD04-C3-R6-C1 — Maintain a comprehensive data inventory.,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_02,IT and data security (evidence),,3,0.083223,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C2,DSTL-SbD04-C3-R6-C2 — Review the data inventory regularly.,,https://example.org/ontology/sora#Review,Review,,1,0.216769,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C2,DSTL-SbD04-C3-R6-C2 — Review the data inventory regularly.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,2,0.108526,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C2,DSTL-SbD04-C3-R6-C2 — Review the data inventory regularly.,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_02,IT and data security (evidence),,3,0.082687,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C3,DSTL-SbD04-C3-R6-C3 — Use appropriate cryptographic protections.,,https://example.org/ontology/sora#OSO_06,OSO_06: C3 link are appropriate for operation,,1,0.107989,very low textual similarity,True
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C3,DSTL-SbD04-C3-R6-C3 — Use appropriate cryptographic protections.,,https://example.org/ontology/sora#CY-OSO01-A-C3-M1-C3,CY-OSO01-A-C3-M1-C3,,2,0.085867,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C3,DSTL-SbD04-C3-R6-C3 — Use appropriate cryptographic protections.,,https://example.org/ontology/sora#CY-OSO06-I-C3-L1-C3,CY-OSO06-I-C3-L1-C3,,3,0.082296,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C4,DSTL-SbD04-C3-R6-C4 — Provide alternative transmission paths for resilience.,,https://example.org/ontology/sora#Resilience,Resilience,,1,0.193366,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C4,DSTL-SbD04-C3-R6-C4 — Provide alternative transmission paths for resilience.,,https://example.org/ontology/sora#AE-OSO16-A-Criterion_01b,Coordination procedures (alternative evidence),,2,0.084583,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C3-R6-C4,DSTL-SbD04-C3-R6-C4 — Provide alternative transmission paths for resilience.,,https://example.org/ontology/sora#AE-OSO08-A-Criterion_01b,Procedure validation (alternative evidence),,3,0.081165,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1,DSTL-SbD04-C4-R1 — Control Identification,,https://example.org/ontology/sora#AccessControl,Access control,,1,0.183753,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1,DSTL-SbD04-C4-R1 — Control Identification,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_03,Access control,,2,0.183753,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1,DSTL-SbD04-C4-R1 — Control Identification,,https://example.org/ontology/sora#LossOfControl,Loss of Control,,3,0.173034,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C1,DSTL-SbD04-C4-R1-C1 — Select security controls appropriately so capabilities can deliver within Risk Appetite.,,https://example.org/ontology/sora#CY-OSO05-A-Criterion_01,Security risk assessment (evidence),,1,0.076768,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C1,DSTL-SbD04-C4-R1-C1 — Select security controls appropriately so capabilities can deliver within Risk Appetite.,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,2,0.064583,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C1,DSTL-SbD04-C4-R1-C1 — Select security controls appropriately so capabilities can deliver within Risk Appetite.,,https://example.org/ontology/sora#SecuritybyDesign,Security by Design,,3,0.060848,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C2,DSTL-SbD04-C4-R1-C2 — Monitor security controls at programme level through life.,,https://example.org/ontology/sora#Monitor,Monitor,,1,0.252643,low review priority,True
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C2,DSTL-SbD04-C4-R1-C2 — Monitor security controls at programme level through life.,,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01,Design standard level,,2,0.09464,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C2,DSTL-SbD04-C4-R1-C2 — Monitor security controls at programme level through life.,,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01b,Design standard level,,3,0.09464,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C3,DSTL-SbD04-C4-R1-C3 — Report on security controls at programme level through life.,,https://example.org/ontology/sora#Report,Report,,1,0.264904,low review priority,True
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C3,DSTL-SbD04-C4-R1-C3 — Report on security controls at programme level through life.,,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01b,Design standard level,,2,0.093193,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C3,DSTL-SbD04-C4-R1-C3 — Report on security controls at programme level through life.,,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01,Design standard level,,3,0.093193,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C4,DSTL-SbD04-C4-R1-C4 — Review security controls at programme level through life.,,https://example.org/ontology/sora#Review,Review,,1,0.198678,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C4,DSTL-SbD04-C4-R1-C4 — Review security controls at programme level through life.,,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01b,Design standard level,,2,0.093061,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C4,DSTL-SbD04-C4-R1-C4 — Review security controls at programme level through life.,,https://example.org/ontology/sora#AE-OSO04-I-Criterion_01,Design standard level,,3,0.093061,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C5,DSTL-SbD04-C4-R1-C5 — Allocate sufficient resources to implement controls within the desired timeframe.,,https://example.org/ontology/sora#Implement,Implement,,1,0.203511,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C5,DSTL-SbD04-C4-R1-C5 — Allocate sufficient resources to implement controls within the desired timeframe.,,https://example.org/ontology/sora#CY-OSO03-A-C5-H1,CY-OSO03-A-C5-H1,,2,0.049901,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-C4-R1-C5,DSTL-SbD04-C4-R1-C5 — Allocate sufficient resources to implement controls within the desired timeframe.,,https://example.org/ontology/sora#CY-OSO03-I-C5-H1,CY-OSO03-I-C5-H1,,3,0.049901,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_01,Cyber Resilient Architecture,,https://example.org/ontology/sora#CyberThreat,Cyber Threat,,1,0.152607,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_01,Cyber Resilient Architecture,,https://example.org/ontology/sora#CyberHygiene,Cyber Hygiene,,2,0.146152,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_01,Cyber Resilient Architecture,,https://example.org/ontology/sora#CY-OSO09-X-Criterion_01,Cyber hygiene in training,,3,0.109834,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_02,Asset Management,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,,1,0.154695,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_02,Asset Management,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,2,0.138749,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_02,Asset Management,,https://example.org/ontology/sora#CY-OSO01-A-Criterion_04,Risk management programme (evidence),,3,0.122884,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_03,Data Protection and Resilience,,https://example.org/ontology/sora#Resilience,Resilience,,1,0.420851,medium review priority,True
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_03,Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_04,Data integrity and anti-replay protection,,2,0.213674,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_03,Data Protection and Resilience,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,3,0.206568,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_04,Control Identification,,https://example.org/ontology/sora#CY-OSO06-I-Criterion_03,Access control,,1,0.286131,low review priority,True
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_04,Control Identification,,https://example.org/ontology/sora#AccessControl,Access control,,2,0.286131,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD04-Criterion_04,Control Identification,,https://example.org/ontology/sora#LossOfControl,Loss of Control,,3,0.26944,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1,DSTL-SbD05-C1-R1 — Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.420342,medium review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1,DSTL-SbD05-C1-R1 — Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),,2,0.351294,medium review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1,DSTL-SbD05-C1-R1 — Supply Chain Risk Management,,https://example.org/ontology/sora#SupplyChainSecurityManagement,Supply Chain Security Management,,3,0.341312,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C1,DSTL-SbD05-C1-R1-C1 — Obtain supply-chain assurance that risk management covers Tier 1 to Tier 3 suppliers.,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.249818,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C1,DSTL-SbD05-C1-R1-C1 — Obtain supply-chain assurance that risk management covers Tier 1 to Tier 3 suppliers.,,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),,2,0.208781,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C1,DSTL-SbD05-C1-R1-C1 — Obtain supply-chain assurance that risk management covers Tier 1 to Tier 3 suppliers.,,https://example.org/ontology/sora#SupplyChainSecurityManagement,Supply Chain Security Management,,3,0.202849,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C2,DSTL-SbD05-C1-R1-C2 — Flow down security requirements and Risk Appetite through the supply chain.,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.263362,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C2,DSTL-SbD05-C1-R1-C2 — Flow down security requirements and Risk Appetite through the supply chain.,,https://example.org/ontology/sora#SupplyChainSecurityManagement,Supply Chain Security Management,,2,0.257895,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C2,DSTL-SbD05-C1-R1-C2 — Flow down security requirements and Risk Appetite through the supply chain.,,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),,3,0.2201,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C3,DSTL-SbD05-C1-R1-C3 — Manage supply-chain assurance through life.,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.286578,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C3,DSTL-SbD05-C1-R1-C3 — Manage supply-chain assurance through life.,,https://example.org/ontology/sora#Assurance,Assurance,,2,0.250385,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C1-R1-C3,DSTL-SbD05-C1-R1-C3 — Manage supply-chain assurance through life.,,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),,3,0.239502,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1,DSTL-SbD05-C2-R1 — Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.416488,medium review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1,DSTL-SbD05-C2-R1 — Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),,2,0.348073,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1,DSTL-SbD05-C2-R1 — Supply Chain Risk Management,,https://example.org/ontology/sora#SupplyChainSecurityManagement,Supply Chain Security Management,,3,0.338183,low review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C1,DSTL-SbD05-C2-R1-C1 — Perform planning and due diligence with the prime supplier to reduce cybersecurity risks before entering contracts.,,https://example.org/ontology/sora#Supplier,Supplier,,1,0.193311,very low textual similarity,True
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C1,DSTL-SbD05-C2-R1-C1 — Perform planning and due diligence with the prime supplier to reduce cybersecurity risks before entering contracts.,,https://example.org/ontology/sora#CY-OSO23-X-Criterion_01,Trusted weather and supplier data integrity,,2,0.063117,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C1,DSTL-SbD05-C2-R1-C1 — Perform planning and due diligence with the prime supplier to reduce cybersecurity risks before entering contracts.,,https://example.org/ontology/sora#CybersecurityIntegrity,Cybersecurity Integrity,,3,0.061765,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C2,DSTL-SbD05-C2-R1-C2 — Include contractual provisions that address identified cybersecurity risks.,,https://example.org/ontology/sora#CybersecurityIntegrity,Cybersecurity Integrity,,1,0.072654,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C2,DSTL-SbD05-C2-R1-C2 — Include contractual provisions that address identified cybersecurity risks.,,https://example.org/ontology/sora#CY-OSO01-I-C2-M1-C2,CY-OSO01-I-C2-M1-C2,,2,0.059638,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD05-C2-R1-C2,DSTL-SbD05-C2-R1-C2 — Include contractual provisions that address identified cybersecurity risks.,,https://example.org/ontology/sora#CY-OSO03-I-C2-H1-C2,CY-OSO03-I-C2-H1-C2,,3,0.058842,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_01,Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.620404,high review priority,True
individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_01,Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),,2,0.518492,high review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_01,Supply Chain Risk Management,,https://example.org/ontology/sora#SupplyChainSecurityManagement,Supply Chain Security Management,,3,0.503759,high review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_02,Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,,1,0.620404,high review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_02,Supply Chain Risk Management,,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),,2,0.518492,high review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD05-Criterion_02,Supply Chain Risk Management,,https://example.org/ontology/sora#SupplyChainSecurityManagement,Supply Chain Security Management,,3,0.503759,high review priority,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1,DSTL-SbD06-C1-R1 — Security Testing and Verification,,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,,1,0.093721,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1,DSTL-SbD06-C1-R1 — Security Testing and Verification,,https://example.org/ontology/sora#SecuritybyDesign,Security by Design,,2,0.088301,very low textual similarity,False
individual,https://example.org/mod-sbd#DSTL-SbD06-C1-R1,DSTL-SbD06-C1-R1 — Security Testing and Verification,,https://example.org/ontology/sora#PhysicalSecurity,Physical security,,3,0.088228,very low textual similarity,False
