ontology_side,entity_type,entity_iri,label,description
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-A-Criterion_05,Audit programme for Cyber Safety Issues (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-A-Criterion_06,Flight log (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-H1,CY-OSO01-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-L1,CY-OSO01-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-L2,CY-OSO01-I-C1-L2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-L3,CY-OSO01-I-C1-L3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-M1,CY-OSO01-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-M2,CY-OSO01-I-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-M3,CY-OSO01-I-C1-M3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C1-M4,CY-OSO01-I-C1-M4,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-H1,CY-OSO01-I-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-H2,CY-OSO01-I-C2-H2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-L1,CY-OSO01-I-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-L2,CY-OSO01-I-C2-L2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-L3,CY-OSO01-I-C2-L3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-M1,CY-OSO01-I-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-M1-C1,CY-OSO01-I-C2-M1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-M1-C2,CY-OSO01-I-C2-M1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-M2,CY-OSO01-I-C2-M2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C2-M3,CY-OSO01-I-C2-M3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C3-H1,CY-OSO01-I-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C3-H2,CY-OSO01-I-C3-H2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C3-H2-C1,CY-OSO01-I-C3-H2-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C3-H2-C2,CY-OSO01-I-C3-H2-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C3-H2-C3,CY-OSO01-I-C3-H2-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C3-L1,CY-OSO01-I-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C3-M1,CY-OSO01-I-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C4-H1,CY-OSO01-I-C4-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C4-H2,CY-OSO01-I-C4-H2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C4-L1,CY-OSO01-I-C4-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C4-M1,CY-OSO01-I-C4-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C5-H1,CY-OSO01-I-C5-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C5-L1,CY-OSO01-I-C5-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C5-M1,CY-OSO01-I-C5-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C6-H1,CY-OSO01-I-C6-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C6-L1,CY-OSO01-I-C6-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C6-L1-C1,CY-OSO01-I-C6-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C6-L1-C2,CY-OSO01-I-C6-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-C6-M1,CY-OSO01-I-C6-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-Criterion_01,Organisational culture,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-Criterion_02,IT and data security,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-Criterion_03,Industry group participation,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-Criterion_04,Risk management programme,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-Criterion_05,Audit programme for cyber-safety issues,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO01-I-Criterion_06,Flight log,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO02-X-Criterion_01,Supply-chain cyber coverage,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO02-X-H1,CY-OSO02-X-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO02-X-L1,CY-OSO02-X-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO02-X-M1,CY-OSO02-X-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C1-H1,CY-OSO03-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C1-L1,CY-OSO03-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C1-M1,CY-OSO03-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C2-H1,CY-OSO03-A-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C2-L1,CY-OSO03-A-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C2-M1,CY-OSO03-A-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C3-H1,CY-OSO03-A-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C3-L1,CY-OSO03-A-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C3-M1,CY-OSO03-A-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C4-H1,CY-OSO03-A-C4-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C4-L1,CY-OSO03-A-C4-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C4-M1,CY-OSO03-A-C4-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C5-H1,CY-OSO03-A-C5-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C5-L1,CY-OSO03-A-C5-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C5-M1,CY-OSO03-A-C5-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C6-H1,CY-OSO03-A-C6-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C6-L1,CY-OSO03-A-C6-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-C6-M1,CY-OSO03-A-C6-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-Criterion_01,Malware protection (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-Criterion_02,Supply-chain management (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-Criterion_03,Physical security (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-Criterion_04,Controlled access (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-Criterion_05,Wireless protection (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-A-Criterion_06,Software/firmware update (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C1-H1,CY-OSO03-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C1-L1,CY-OSO03-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C1-M1,CY-OSO03-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C1-M2,CY-OSO03-I-C1-M2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C2-H1,CY-OSO03-I-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C2-H1-C1,CY-OSO03-I-C2-H1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C2-H1-C2,CY-OSO03-I-C2-H1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C2-L1,CY-OSO03-I-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C2-M1,CY-OSO03-I-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C3-H1,CY-OSO03-I-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C3-L1,CY-OSO03-I-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C3-M1,CY-OSO03-I-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-H1,CY-OSO03-I-C4-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-H2,CY-OSO03-I-C4-H2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-H3,CY-OSO03-I-C4-H3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-L1,CY-OSO03-I-C4-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-M1,CY-OSO03-I-C4-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-M2,CY-OSO03-I-C4-M2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-M2-C1,CY-OSO03-I-C4-M2-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-M2-C2,CY-OSO03-I-C4-M2-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C4-M2-C3,CY-OSO03-I-C4-M2-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C5-H1,CY-OSO03-I-C5-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C5-H1-C1,CY-OSO03-I-C5-H1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C5-H1-C2,CY-OSO03-I-C5-H1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C5-H1-C3,CY-OSO03-I-C5-H1-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C5-L1,CY-OSO03-I-C5-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C5-M1,CY-OSO03-I-C5-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-H1,CY-OSO03-I-C6-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-H1-C1,CY-OSO03-I-C6-H1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-H1-C2,CY-OSO03-I-C6-H1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-H2,CY-OSO03-I-C6-H2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-L1,CY-OSO03-I-C6-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-L1-C1,CY-OSO03-I-C6-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-L1-C2,CY-OSO03-I-C6-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-L1-C3,CY-OSO03-I-C6-L1-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-C6-M1,CY-OSO03-I-C6-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-Criterion_01,Malware protection,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-Criterion_02,Supply chain management,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-Criterion_03,Physical security,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-Criterion_04,Controlled access,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-Criterion_05,Wireless access protection,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO03-I-Criterion_06,Software/firmware updates,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO04-X-Criterion_01,Design standards cyber coverage,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO04-X-H1,CY-OSO04-X-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO04-X-L1,CY-OSO04-X-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO04-X-M1,CY-OSO04-X-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C1-H1,CY-OSO05-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C1-L1,CY-OSO05-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C1-M1,CY-OSO05-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C2-H1,CY-OSO05-A-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C2-L1,CY-OSO05-A-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C2-M1,CY-OSO05-A-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C3-H1,CY-OSO05-A-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C3-L1,CY-OSO05-A-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C3-M1,CY-OSO05-A-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C4-H1,CY-OSO05-A-C4-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C4-L1,CY-OSO05-A-C4-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C4-M1,CY-OSO05-A-C4-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C5-H1,CY-OSO05-A-C5-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C5-L1,CY-OSO05-A-C5-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-C5-M1,CY-OSO05-A-C5-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-Criterion_01,Security risk assessment (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-Criterion_02,GNSS mitigation (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-Criterion_03,Resilience in the face of a cyber attack,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-Criterion_04,Lifecycle appraisal (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-A-Criterion_05,Test/security validation (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C1-H1,CY-OSO05-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C1-L1,CY-OSO05-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C1-L1-C1,CY-OSO05-I-C1-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C1-L1-C2,CY-OSO05-I-C1-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C1-M1,CY-OSO05-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C2-H1,CY-OSO05-I-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C2-L1,CY-OSO05-I-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C2-M1,CY-OSO05-I-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C2-M1-C1,CY-OSO05-I-C2-M1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C2-M1-C2,CY-OSO05-I-C2-M1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C2-M1-C3,CY-OSO05-I-C2-M1-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C3-H1,CY-OSO05-I-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C3-L1,CY-OSO05-I-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C3-M1,CY-OSO05-I-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C4-H1,CY-OSO05-I-C4-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C4-L1,CY-OSO05-I-C4-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C4-M1,CY-OSO05-I-C4-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C5-H1,CY-OSO05-I-C5-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C5-L1,CY-OSO05-I-C5-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-C5-M1,CY-OSO05-I-C5-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-Criterion_01,Cyber safety risk assessment,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-Criterion_02,GNSS equipment,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-Criterion_03,Resilience in the face of a cyberattack,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-Criterion_04,Lifecycle security appraisal,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO05-I-Criterion_05,Test and security validation,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C1-H1,CY-OSO06-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C1-L1,CY-OSO06-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C1-M1,CY-OSO06-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C2-H1,CY-OSO06-A-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C2-L1,CY-OSO06-A-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C2-M1,CY-OSO06-A-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C3-H1,CY-OSO06-A-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C3-L1,CY-OSO06-A-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C3-M1,CY-OSO06-A-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C4-H1,CY-OSO06-A-C4-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C4-L1,CY-OSO06-A-C4-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-C4-M1,CY-OSO06-A-C4-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-Criterion_01,Datalink encryption (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-Criterion_02,Authentication (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-Criterion_03,Access control (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-A-Criterion_04,Data integrity and anti-replay (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C1-H1,CY-OSO06-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C1-L1,CY-OSO06-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C1-M1,CY-OSO06-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C2-H1,CY-OSO06-I-C2-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C2-H2,CY-OSO06-I-C2-H2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C2-L1,CY-OSO06-I-C2-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C2-M1,CY-OSO06-I-C2-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-H1,CY-OSO06-I-C3-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-H1-C1,CY-OSO06-I-C3-H1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-H1-C2,CY-OSO06-I-C3-H1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-L1,CY-OSO06-I-C3-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-L1-C1,CY-OSO06-I-C3-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-L1-C2,CY-OSO06-I-C3-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-L1-C3,CY-OSO06-I-C3-L1-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C3-M1,CY-OSO06-I-C3-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C4-H1,CY-OSO06-I-C4-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C4-L1,CY-OSO06-I-C4-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-C4-M1,CY-OSO06-I-C4-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-Criterion_01,Datalink encryption,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-Criterion_02,Authentication,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-Criterion_03,Access control,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO06-I-Criterion_04,Data integrity and anti-replay protection,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO07-X-Criterion_01,Physical Inspection,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO07-X-H1,CY-OSO07-X-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO07-X-L1,CY-OSO07-X-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO07-X-M1,CY-OSO07-X-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO08-X-Criterion_01,Cyber hygiene in operational procedures,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO08-X-H1,CY-OSO08-X-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO08-X-L1,CY-OSO08-X-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO08-X-M1,CY-OSO08-X-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO09-X-Criterion_01,Cyber hygiene in training,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO09-X-H1,CY-OSO09-X-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO09-X-L1,CY-OSO09-X-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO09-X-M1,CY-OSO09-X-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-A-C1-H1,CY-OSO13-A-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-A-C1-L1,CY-OSO13-A-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-A-C1-M1,CY-OSO13-A-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-A-C1-M1-C1,CY-OSO13-A-C1-M1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-A-C1-M1-C2,CY-OSO13-A-C1-M1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-A-C1-M1-C3,CY-OSO13-A-C1-M1-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-A-Criterion_01,External service cybersecurity (evidence),
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-I-C1-H1,CY-OSO13-I-C1-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-I-C1-L1,CY-OSO13-I-C1-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-I-C1-L1-C1,CY-OSO13-I-C1-L1-C1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-I-C1-L1-C2,CY-OSO13-I-C1-L1-C2,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-I-C1-L1-C3,CY-OSO13-I-C1-L1-C3,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-I-C1-M1,CY-OSO13-I-C1-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO13-I-Criterion_01,External service cybersecurity,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO16-X-Criterion_01,Human error cyber coverage,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO16-X-H1,CY-OSO16-X-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO16-X-L1,CY-OSO16-X-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO16-X-M1,CY-OSO16-X-M1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO23-X-Criterion_01,Trusted weather and supplier data integrity,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO23-X-H1,CY-OSO23-X-H1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO23-X-L1,CY-OSO23-X-L1,
target_SORA,individual,https://example.org/ontology/sora#CY-OSO23-X-M1,CY-OSO23-X-M1,
target_SORA,individual,https://example.org/ontology/sora#Calibrate,Calibrate,
target_SORA,individual,https://example.org/ontology/sora#Catastrophic,Catastrophic Failure Condition,
target_SORA,individual,https://example.org/ontology/sora#ChangeManage,Change Manage,
target_SORA,individual,https://example.org/ontology/sora#Check,Check,
target_SORA,individual,https://example.org/ontology/sora#Communicate,Communicate,
target_SORA,individual,https://example.org/ontology/sora#CompetentAuthority,Competent Authority,
target_SORA,individual,https://example.org/ontology/sora#CompetentThirdParty,Competent Third Party,
target_SORA,individual,https://example.org/ontology/sora#Confidentiality,Confidentiality,
target_SORA,individual,https://example.org/ontology/sora#ContinuingAssurance,Continuing Assurance,
target_SORA,individual,https://example.org/ontology/sora#Coordinate,Coordinate,
target_SORA,individual,https://example.org/ontology/sora#CyberHygiene,Cyber Hygiene,
target_SORA,individual,https://example.org/ontology/sora#CyberSafety,CyberSafety,
target_SORA,individual,https://example.org/ontology/sora#CyberSafetyManager,Cyber-safety Manager,
target_SORA,individual,https://example.org/ontology/sora#CyberThreat,Cyber Threat,
target_SORA,individual,https://example.org/ontology/sora#Cyberattack,Cyberattack,
target_SORA,individual,https://example.org/ontology/sora#CybersecurityIntegrity,Cybersecurity Integrity,
target_SORA,individual,https://example.org/ontology/sora#DatalinkEncryption,Datalink encryption,
target_SORA,individual,https://example.org/ontology/sora#DefenceinDepth,Defence in Depth,
target_SORA,individual,https://example.org/ontology/sora#Demonstrate,Demonstrate,
target_SORA,individual,https://example.org/ontology/sora#DenialofServiceDistributedDenialofServiceDoSDDoS,Denial of Service/Distributed Denial of Service (DoS/DDoS),
target_SORA,individual,https://example.org/ontology/sora#DesignActivity,Design,
target_SORA,individual,https://example.org/ontology/sora#DesignContext,Design,
target_SORA,individual,https://example.org/ontology/sora#Detect,Detect,
target_SORA,individual,https://example.org/ontology/sora#Development,Development,
target_SORA,individual,https://example.org/ontology/sora#DigitalSignature,Digital Signature,
target_SORA,individual,https://example.org/ontology/sora#Document,Document,"A documentary information artefact used to define, support, or evidence SORA compliance."
target_SORA,individual,https://example.org/ontology/sora#Encrypt,Encrypt,
target_SORA,individual,https://example.org/ontology/sora#Encryption,Encrypt,
target_SORA,individual,https://example.org/ontology/sora#Evaluate,Evaluate,
